Shot number,Date,Classification,Club type,Club name,Carry,Total,Offline,Offline carry,Shot angle,Peak height,Hang time,Club speed,Ball speed,Smash factor,Push/pull,Launch angle,Landing angle,Backspin,Sidespin,Curve,Curve factor,Angle of attack,Face to target,Club path,Face to path,Face impact X,Face impact Y,Strokes gained,Club score,Target score,Launch score,Direction score,Shape score,Total score
,,,,,[yds],[yds],[yds],[yds],[°],[yds],[seconds],[mph],[mph],,[°],[°],[°],[rpm],[rpm],[yds],,[°],[°],[°],[°],[mm],[mm],,,,,,,
4,2026-08-17T23:08:07.000Z,Push,Pitching Wedge,Default,79.2,83.5,12.4,11.6,10.3,15.2,3.6,61.7,68.7,1.1,6.5 R,30.7,40.4,3463,625 R,2.6,17.0,-2.0,6.61° open,2.2° in-to-out,4.41° open,,,-0.2,4,0,2.6,0,3,9.6
5,2026-08-17T23:08:07.000Z,Huge Push,Pitching Wedge,Default,82.1,87.2,19.1,17.8,14.4,15.1,3.9,63.7,70.5,1.1,10.52 R,27.6,40.6,7624,1875 R,2.6,16.0,-3.2,11.94° open,1.43° in-to-out,10.51° open,,,-0.2,3,0,6.8,0,0,9.8
6,2026-08-17T23:08:07.000Z,Pull,Pitching Wedge,Default,73.9,91.6,12.3,9.5,-9.0,7.1,2.8,65.7,75.0,1.1,5.79 L,15.4,23.8,4923,625 L,2.0,14.0,-4.9,5.99° closed,2.13° out-to-in,3.86° closed,,,-0.2,4.5,0,1.4,0,3,8.9
7,2026-08-17T23:08:07.000Z,Top,Pitching Wedge,Default,20.6,70.0,7.6,2.0,6.5,0.8,0.7,57.7,70.4,1.2,4.49 R,8.9,9.6,949,0,0.4,9.0,3.0,3.89° open,3.23° in-to-out,0.66° open,,,-0.4,5.1,0,0,10,0,15.1
8,2026-08-17T23:08:07.000Z,Straight Fade,Pitching Wedge,Default,86.5,87.4,5.8,5.7,8.4,20.8,4.2,67.7,74.5,1.1,0.82 L,32.0,46.8,6066,1250 R,6.9,40.0,-1.6,1.52° open,5.56° out-to-in,7.08° open,,,-0.2,0.4,0,3.2,3.8,6,13.3
9,2026-08-17T23:08:07.000Z,Straight Fade,Pitching Wedge,Default,99.9,112.6,10.3,8.3,8.8,11.5,3.8,74.4,85.2,1.1,0.77 R,15.6,31.2,6615,1875 R,7.0,35.0,-5.3,2.16° open,6.18° out-to-in,8.34° open,,,0.2,1.1,0,3.1,0,6,10.3
10,2026-08-17T23:08:07.000Z,Push,Pitching Wedge,Default,82.7,84.9,7.2,6.9,6.3,18.0,3.9,67.8,73.7,1.1,3.3 R,34.9,47.7,2357,0,2.2,13.0,-3.2,2.92° open,1.83° in-to-out,1.09° open,,,-0.2,6,0,0.8,6.9,3,16.7
11,2026-08-17T23:08:07.000Z,Huge Push Slice,Pitching Wedge,Default,104.7,119.4,41.4,34.4,27.9,10.2,3.7,78.8,93.1,1.2,10.05 R,12.4,28.6,6941,10000 R,15.9,76.0,-5.5,13.26° open,0.04° out-to-in,13.3° open,,,-0.5,6.3,0,3.2,0,0,9.4
12,2026-08-17T23:08:07.000Z,Baby Fade,Pitching Wedge,Default,61.5,64.7,0.6,0.4,4.2,13.4,3.3,61.4,65.4,1.1,3.46 L,32.7,42.7,4170,1250 R,4.1,33.0,-2.6,0.51° closed,7.84° out-to-in,7.33° open,,,-0.4,0,0,1.8,10,10,21.8
13,2026-08-17T23:08:07.000Z,Huge Push Slice,Pitching Wedge,Default,87.6,89.2,20.5,20.0,18.5,21.1,4.5,67.2,73.6,1.1,7.69 R,33.2,48.1,8665,3750 R,8.1,46.0,-1.6,8.52° open,1.72° out-to-in,10.24° open,,,-0.2,3,0,4.1,0,0,7.2
14,2026-08-17T23:08:07.000Z,Huge Push Slice,Pitching Wedge,Default,114.8,124.3,36.2,32.3,24.3,13.8,4.3,78.7,94.3,1.2,8.09 R,14.6,33.6,7220,10000 R,16.0,69.0,-5.6,11.74° open,0.75° out-to-in,12.49° open,,,-0.4,6.2,0,4.5,0,0,10.7
15,2026-08-17T23:08:07.000Z,Push Fade,Pitching Wedge,Default,97.7,98.7,9.7,9.5,9.2,25.1,4.9,71.1,80.5,1.1,2 R,32.7,49.3,8536,1875 R,6.1,31.0,-1.4,4.17° open,5.7° out-to-in,9.87° open,,,-0.0,0.5,0,4.5,0,3,8
16,2026-08-17T23:08:07.000Z,Push,Pitching Wedge,Default,98.0,98.7,15.1,15.0,11.0,26.1,5.0,73.3,80.1,1.1,6.51 R,33.7,49.8,8969,1875 R,3.8,19.0,-1.5,8.68° open,2.25° out-to-in,10.93° open,,,-0.1,3.6,0,3.6,0,3,10.2
17,2026-08-17T23:08:07.000Z,Push,Pitching Wedge,Default,95.8,95.6,12.1,12.1,10.0,25.2,4.8,71.3,78.2,1.1,4.55 R,34.6,49.1,6299,1250 R,4.5,23.0,-2.6,6.2° open,1.53° out-to-in,7.73° open,,,-0.1,3.3,0,2.4,0,3,8.7
18,2026-08-17T23:08:07.000Z,Huge Slice,Pitching Wedge,Default,107.1,118.8,27.8,24.0,19.1,12.2,4.0,78.0,90.8,1.2,6.58 R,14.5,31.4,6883,2500 R,11.6,54.0,-5.6,8.09° open,2.63° out-to-in,10.72° open,,,-0.3,5.4,0,3.4,0,0,8.8
19,2026-08-17T23:08:07.000Z,Huge Push Slice,Pitching Wedge,Default,114.6,128.4,42.3,36.0,27.0,11.7,4.0,78.8,96.7,1.2,9.26 R,12.6,29.5,6282,10000 R,17.3,76.0,-5.5,12.89° open,0.18° out-to-in,13.07° open,,,-0.5,6.3,0,3.1,0,0,9.4
20,2026-08-17T23:08:07.000Z,Shank,Pitching Wedge,Default,21.7,81.4,41.4,10.8,30.8,0.7,0.6,63.2,77.4,1.2,25.58 R,7.2,7.7,1071,625 L,0.4,9.0,3.3,9.97° open,6.07° in-to-out,3.9° open,,,-0.7,1.6,0,0,0,0,1.6
21,2026-08-17T23:08:07.000Z,Pull,Pitching Wedge,Default,101.5,113.0,7.4,6.5,-4.4,11.6,3.9,77.6,87.7,1.1,2.94 L,14.5,31.6,7362,625 L,1.3,7.0,-5.7,3.16° closed,0.17° in-to-out,3.33° closed,,,0.2,7.7,0,3.6,0.6,3,14.9
22,2026-08-17T23:08:07.000Z,Dead Straight,Pitching Wedge,Default,101.5,102.8,2.4,2.4,-2.2,24.7,4.9,69.6,84.0,1.2,0.5 L,29.8,48.3,7317,625 L,1.5,7.0,-1.0,1.77° closed,1.01° in-to-out,2.78° closed,,,0.1,5.5,0,5.7,10,10,31.2
23,2026-08-17T23:08:07.000Z,Push Slice,Pitching Wedge,Default,113.4,116.6,19.6,18.8,13.7,20.5,4.9,77.4,90.9,1.2,5.34 R,21.4,41.6,8562,1875 R,8.2,36.0,-5.7,6.85° open,2.57° out-to-in,9.42° open,,,0.1,5.1,0,6.8,0,0,11.9
24,2026-08-17T23:08:07.000Z,Push Fade,Pitching Wedge,Default,95.9,95.9,8.1,8.1,8.3,30.9,5.3,77.3,84.8,1.1,1.4 R,35.4,52.6,9083,1250 R,5.8,30.0,-1.3,2.89° open,4.44° out-to-in,7.33° open,,,-0.1,3.7,0,2.8,0.6,3,10.1
25,2026-08-17T23:08:07.000Z,Push,Pitching Wedge,Default,102.0,146.7,15.2,8.8,8.3,3.0,2.7,82.8,106.3,1.3,1.56 R,3.2,10.3,5127,10000 R,6.0,29.0,-3.8,6.95° open,2.03° out-to-in,8.98° open,,,-0.2,6.9,0,1.6,0,3,11.4
26,2026-08-17T23:08:07.000Z,Push,Pitching Wedge,Default,103.6,103.5,10.3,10.3,8.1,33.7,5.4,79.8,87.8,1.1,3.28 R,36.3,52.6,7065,938 R,4.3,21.0,-2.2,4.05° open,1.45° out-to-in,5.5° open,,,0.0,7,0,2.8,0.6,3,13.5
27,2026-08-17T23:08:07.000Z,Push Slice,Pitching Wedge,Default,102.0,101.8,12.0,12.0,11.4,28.5,4.8,72.9,83.2,1.1,2.05 R,36.3,49.5,3186,938 R,8.3,41.0,-2.5,3.1° open,2.84° out-to-in,5.94° open,,,0.0,3.1,0,0.2,3.8,0,7
28,2026-08-17T23:08:07.000Z,Huge Push Slice,Pitching Wedge,Default,135.2,146.2,51.5,45.8,30.5,15.0,4.5,82.5,109.9,1.3,8.69 R,11.0,33.0,6482,10000 R,25.1,93.0,-5.4,12.87° open,0.23° out-to-in,13.1° open,,,-0.7,7,0,2.2,0,0,9.2
29,2026-08-17T23:08:07.000Z,Top,Pitching Wedge,Default,24.3,85.7,24.0,6.7,-16.4,0.8,0.7,64.0,78.9,1.2,14.83 L,7.0,7.4,1245,625 R,0.2,5.0,2.8,12.93° closed,10.92° out-to-in,2.01° closed,,,-0.3,3,0,0,0,0,3
30,2026-08-17T23:08:07.000Z,Push,Pitching Wedge,Default,100.4,101.1,15.8,15.7,12.2,27.4,5.2,72.8,82.3,1.1,5.68 R,33.6,49.7,7388,1875 R,5.7,28.0,-1.2,7.94° open,2.86° out-to-in,10.8° open,,,-0.0,2.9,0,4.1,0,3,10.1
31,2026-08-17T23:08:07.000Z,Push Slice,Pitching Wedge,Default,131.2,139.5,26.3,24.0,16.0,17.2,4.7,80.7,103.1,1.3,5.02 R,13.7,36.0,6758,1875 R,12.5,47.0,-5.5,5.97° open,2.4° out-to-in,8.37° open,,,-0.3,6.6,1.2,4.3,0,0,12.1
32,2026-08-17T23:08:07.000Z,Push,Pitching Wedge,Default,101.8,102.9,12.1,12.0,8.7,27.4,5.2,71.8,84.2,1.2,4.8 R,31.8,48.8,7606,1250 R,3.4,17.0,-0.9,5.99° open,0.98° out-to-in,6.97° open,,,0.0,3.4,0,5,0,3,11.4
33,2026-08-17T23:08:07.000Z,Push Slice,Pitching Wedge,Default,121.9,125.6,24.0,22.9,16.7,20.3,4.9,80.1,98.3,1.2,4.84 R,18.6,41.1,8317,2500 R,12.6,52.0,-5.6,6.7° open,4.29° out-to-in,10.99° open,,,-0.2,5,1.4,7.2,0,0,13.6
34,2026-08-17T23:08:07.000Z,Push,Pitching Wedge,Default,109.2,109.4,14.2,14.2,9.7,33.4,5.7,78.5,92.1,1.2,5.23 R,32.4,51.5,9178,1250 R,4.2,19.0,-3.4,6.13° open,0.53° out-to-in,6.66° open,,,0.1,6.1,0,4.6,0,3,13.7
35,2026-08-17T23:08:07.000Z,Push,Pitching Wedge,Default,115.6,116.4,16.3,16.1,11.0,26.4,5.3,78.4,93.8,1.2,5.02 R,24.8,46.6,9265,1563 R,6.0,26.0,-5.8,6.29° open,1.77° out-to-in,8.06° open,,,0.2,6.1,0,7.9,0,3,17
36,2026-08-17T23:08:07.000Z,Top,Pitching Wedge,Default,35.9,83.7,2.2,1.0,-1.5,2.3,1.0,69.3,85.5,1.2,1.62 L,13.5,14.9,50,156 R,0.0,1.0,0.2,1.37° closed,2.35° out-to-in,0.98° open,,,-0.2,5.8,0,0.4,10,0,16.2
37,2026-08-17T23:08:07.000Z,Dead Straight,Pitching Wedge,Default,109.8,109.9,1.8,1.8,1.2,32.2,5.6,76.2,89.6,1.2,0.71 R,32.4,53.2,7706,0,0.5,2.0,-0.8,0.23° open,0.04° in-to-out,0.19° open,,,0.2,7.9,0,5.1,10,10,33.1
38,2026-08-17T23:08:07.000Z,Straight Fade,Pitching Wedge,Default,113.3,113.9,3.6,3.6,2.9,27.4,5.4,76.3,91.0,1.2,0.67 R,26.8,50.3,8803,313 R,2.2,10.0,-3.6,0.54° open,0.97° out-to-in,1.51° open,,,0.3,8,0,7.2,6.9,6,28
39,2026-08-17T23:08:07.000Z,Dead Straight,Pitching Wedge,Default,100.8,102.4,2.1,2.0,-2.1,22.9,4.8,72.6,80.8,1.1,0.17 L,29.5,47.3,9025,625 L,1.7,8.0,-3.2,1.45° closed,1.37° in-to-out,2.82° closed,,,0.1,5.9,0,5.3,10,10,31.2
40,2026-08-17T23:08:07.000Z,Push Slice,Pitching Wedge,Default,118.8,121.1,14.6,14.2,11.4,22.7,5.2,79.0,95.0,1.2,2.27 R,20.2,46.3,8795,1875 R,9.5,40.0,-5.9,3.54° open,5.62° out-to-in,9.16° open,,,-0.0,3.6,0,6.9,0,0,10.5
41,2026-08-17T23:08:07.000Z,Huge Slice,Pitching Wedge,Default,117.4,119.5,27.2,26.4,20.8,21.8,5.1,79.9,96.0,1.2,5.09 R,19.5,46.0,8912,3438 R,15.9,68.0,-5.8,6.83° open,5.43° out-to-in,12.26° open,,,-0.3,4.1,0,6.6,0,0,10.7
42,2026-08-17T23:08:07.000Z,Slight Push,Pitching Wedge,Default,107.3,107.2,5.4,5.4,3.8,32.0,5.6,76.2,88.1,1.2,2 R,33.2,54.7,7536,625 R,1.6,8.0,-1.0,2.17° open,1.01° out-to-in,3.18° open,,,0.1,7.1,0,4.5,3.8,6,21.3
43,2026-08-17T23:08:07.000Z,Push,Pitching Wedge,Default,94.0,95.2,12.1,11.8,10.5,22.3,4.6,69.0,77.3,1.1,3.92 R,31.7,47.8,8525,2500 R,5.4,29.0,-1.7,6.06° open,5.47° out-to-in,11.53° open,,,-0.1,0.5,0,4.9,0,3,8.4
44,2026-08-17T23:08:07.000Z,Huge Slice,Pitching Wedge,Default,103.1,103.0,22.4,22.4,19.5,32.6,5.6,77.9,86.0,1.1,5.53 R,35.7,53.5,7799,3125 R,12.5,60.0,-1.4,6.94° open,4.47° out-to-in,11.41° open,,,-0.1,4,0,3.5,0,0,7.5
45,2026-08-17T23:08:07.000Z,Push Slice,Pitching Wedge,Default,110.7,113.5,18.3,17.6,14.4,20.4,4.8,76.5,89.4,1.2,3.86 R,21.8,43.2,8283,2188 R,10.1,46.0,-5.6,5.95° open,4.85° out-to-in,10.8° open,,,0.1,2.9,0,7,0,0,9.9
46,2026-08-17T23:08:07.000Z,Shank,Pitching Wedge,Default,104.5,133.5,102.8,77.1,60.3,8.0,3.1,73.8,98.0,1.3,27.35 R,11.5,21.2,3518,10000 R,23.1,100.0,-2.8,19.3° open,2.4° out-to-in,21.7° open,,,-0.9,3.6,0,1.9,0,0,5.5
47,2026-08-17T23:08:07.000Z,Push Slice,Pitching Wedge,Default,102.4,103.3,17.3,17.1,14.1,25.5,5.0,70.2,82.3,1.2,5.07 R,31.2,49.0,7882,2500 R,8.0,39.0,-1.2,7.16° open,4.8° out-to-in,11.96° open,,,-0.0,1.1,0,5.3,0,0,6.4
48,2026-08-17T23:08:07.000Z,Push Slice,Pitching Wedge,Default,105.6,105.6,13.8,13.8,11.0,32.7,5.7,77.7,88.6,1.1,3.95 R,33.6,53.7,8847,1875 R,6.5,31.0,-1.4,6.05° open,4.43° out-to-in,10.48° open,,,0.0,3.9,0,4,0,0,7.9
49,2026-08-17T23:08:07.000Z,Push Slice,8 Iron,Default,123.0,124.6,21.5,21.1,14.3,26.9,5.4,72.4,92.5,1.3,5.34 R,26.3,47.7,6723,1875 R,9.6,39.0,-1.4,7° open,2.62° out-to-in,9.62° open,,,0.0,2.8,0,5.4,0,0,8.1
50,2026-08-17T23:08:07.000Z,Push,8 Iron,Default,109.8,113.1,6.0,5.8,3.9,20.0,4.4,69.1,87.4,1.3,2.07 R,23.7,42.7,5947,313 R,1.8,8.0,-1.5,1.69° open,0.16° out-to-in,1.85° open,,,-0.0,6,0,6.7,5.3,3,21.1
51,2026-08-17T23:08:07.000Z,Huge Push Slice,8 Iron,Default,121.9,123.0,31.0,30.7,20.5,30.2,5.6,74.6,94.7,1.3,8.45 R,27.9,50.8,6695,2500 R,12.6,52.0,-0.9,10.44° open,1.81° out-to-in,12.25° open,,,-0.4,3.7,0,4.7,0,0,8.4
52,2026-08-17T23:08:07.000Z,Huge Slice,8 Iron,Default,122.4,131.8,30.2,26.9,20.0,14.8,4.4,78.9,97.8,1.2,5.32 R,13.9,34.7,6597,2813 R,15.6,64.0,-5.5,7.04° open,3.6° out-to-in,10.64° open,,,-0.3,4.2,0,5.1,0,0,9.4
53,2026-08-17T23:08:07.000Z,Push,8 Iron,Default,115.2,117.1,7.6,7.4,5.8,23.3,5.1,74.0,91.2,1.2,1.65 R,23.8,46.1,7759,938 R,4.1,18.0,-3.9,2.01° open,2.73° out-to-in,4.74° open,,,-0.0,3.9,0,4.8,2.2,3,13.9
54,2026-08-17T23:08:07.000Z,Push Slice,8 Iron,Default,155.3,158.4,24.6,24.0,12.5,41.3,6.5,87.9,110.3,1.3,5.21 R,28.8,53.6,4335,781 R,9.8,32.0,-0.1,5.29° open,0.66° in-to-out,4.63° open,,,-0.0,6.7,4,4.4,1.4,0,16.5
55,2026-08-17T23:08:07.000Z,Huge Push Slice,8 Iron,Default,136.1,140.9,53.3,50.6,32.6,21.2,5.1,80.0,104.8,1.3,10.48 R,16.7,40.4,6696,10000 R,25.5,94.0,-5.2,12.83° open,0.88° out-to-in,13.71° open,,,-0.5,6,0,7.2,0,0,13.2
56,2026-08-17T23:08:07.000Z,Push,8 Iron,Default,139.5,140.4,7.6,7.6,4.7,33.9,6.1,81.2,106.5,1.3,1.53 R,24.0,51.2,7673,625 R,3.8,14.0,-3.1,1.28° open,1.5° out-to-in,2.78° open,,,0.4,9,2.7,6.4,5.3,3,26.4
57,2026-08-17T23:08:07.000Z,Shank,8 Iron,Default,126.9,142.1,74.4,64.3,40.8,14.7,4.1,74.2,100.5,1.4,18.08 R,15.2,32.4,4116,10000 R,22.9,90.0,-2.4,15.45° open,1.19° out-to-in,16.64° open,,,-0.6,3.6,0,3.8,0,0,7.3
58,2026-08-17T23:08:07.000Z,Push Slice,8 Iron,Default,132.2,133.6,25.0,24.6,17.4,28.7,5.6,78.3,101.0,1.3,3.93 R,23.0,47.8,7275,2500 R,15.5,59.0,-3.3,5.88° open,5.39° out-to-in,11.27° open,,,0.1,2.6,0.3,6.5,0,0,9.4
59,2026-08-17T23:08:07.000Z,Push Slice,8 Iron,Default,124.2,146.5,19.1,14.7,11.6,8.9,3.9,82.8,105.6,1.3,1.94 R,7.0,24.2,6340,1563 R,10.4,42.0,-4.7,2.67° open,3.31° out-to-in,5.98° open,,,0.3,6,0,4.4,0,0,10.4
60,2026-08-17T23:08:07.000Z,Push Slice,8 Iron,Default,133.6,134.5,23.3,23.1,15.1,34.2,6.0,81.6,105.4,1.3,4.74 R,25.1,51.5,8475,1875 R,12.0,45.0,-4.1,6.03° open,3.03° out-to-in,9.06° open,,,0.1,5.9,0.7,4.9,0,0,11.5
61,2026-08-17T23:08:07.000Z,Huge Slice,8 Iron,Default,123.3,125.0,30.9,30.3,22.3,27.0,5.4,77.2,97.0,1.3,6.01 R,24.1,47.3,7774,3438 R,17.3,70.0,-3.3,7.67° open,5.06° out-to-in,12.73° open,,,-0.4,2.3,0,4.8,0,0,7.1
62,2026-08-17T23:08:07.000Z,Push Slice,8 Iron,Default,140.1,144.6,23.2,21.9,15.7,22.1,5.3,81.7,107.0,1.3,2.3 R,15.7,41.9,7242,2500 R,16.3,58.0,-5.4,3.76° open,6.27° out-to-in,10.03° open,,,0.2,3.7,3.1,6.4,0,0,13.2
63,2026-08-17T23:08:07.000Z,Huge Slice,8 Iron,Default,136.3,137.0,26.9,26.7,17.7,39.3,6.4,82.3,108.1,1.3,4.82 R,27.1,53.1,8395,2344 R,15.2,56.0,-4.0,6.5° open,4.68° out-to-in,11.18° open,,,0.1,4.9,1.3,4.6,0,0,10.7
64,2026-08-17T23:08:07.000Z,Huge Push Slice,8 Iron,Default,137.3,138.0,31.1,30.9,17.8,42.6,6.5,87.6,106.0,1.2,8.05 R,31.4,54.1,6168,1563 R,11.5,42.0,-0.7,9° open,0.63° in-to-out,8.37° open,,,-0.3,5.8,0,5.1,0,0,10.9
65,2026-08-17T23:08:07.000Z,Baby Draw,8 Iron,Default,131.7,134.0,7.2,6.9,-7.6,27.0,5.2,75.5,100.5,1.3,1.65 R,24.1,47.2,5115,1094 L,10.6,40.0,-0.8,0.05° open,4.97° in-to-out,4.92° closed,,,0.3,2.5,0,6.1,6.1,10,24.7
66,2026-08-17T23:08:07.000Z,Straight Fade,8 Iron,Default,139.4,144.7,14.8,13.7,10.8,21.2,5.1,80.4,106.0,1.3,0.51 R,15.6,40.8,6602,1406 R,12.5,45.0,-5.2,1.38° open,4.54° out-to-in,5.92° open,,,0.4,4.4,2.7,7.1,1.4,6,21.6
67,2026-08-17T23:08:07.000Z,Straight Fade,8 Iron,Default,155.1,158.4,11.3,10.9,7.5,39.0,6.1,88.0,112.7,1.3,0.59 R,27.0,51.1,3513,625 R,9.3,30.0,1.1,0.65° open,2.07° out-to-in,2.72° open,,,0.7,8,8.9,4.4,6.1,6,33.4
68,2026-08-17T23:08:07.000Z,Straight Fade,8 Iron,Default,140.0,150.6,5.0,4.4,3.3,16.2,4.8,82.0,108.6,1.3,0.29 R,11.4,34.5,6366,313 R,3.7,13.0,-5.5,0.24° open,1.51° out-to-in,1.75° open,,,1.1,9.8,2.8,5.9,7.7,6,32.2
69,2026-08-17T23:08:07.000Z,Huge Slice,8 Iron,Default,140.2,142.1,36.1,35.4,22.1,32.1,5.9,79.9,106.5,1.3,7 R,23.4,47.0,6760,2500 R,18.2,65.0,-2.0,8.5° open,2.81° out-to-in,11.31° open,,,-0.3,5.4,0,8.1,0,0,13.4
70,2026-08-17T23:08:07.000Z,Push Slice,8 Iron,Default,118.5,120.6,17.6,17.1,13.9,25.9,5.0,71.7,90.6,1.3,2.65 R,27.6,45.7,6162,1875 R,11.6,49.0,-1.0,4.37° open,5.15° out-to-in,9.52° open,,,0.0,0.8,0,5.2,0,0,6
71,2026-08-17T23:08:07.000Z,Pull,8 Iron,Default,143.2,156.2,17.3,15.4,-8.2,15.1,4.7,81.3,109.6,1.3,4.16 L,10.8,32.3,5677,625 L,5.0,17.0,-5.3,4.36° closed,0.95° out-to-in,3.41° closed,,,0.1,8.5,4.4,5.6,2.2,3,23.6
72,2026-08-17T23:08:07.000Z,Huge Push Slice,8 Iron,Default,127.0,128.2,30.9,30.5,19.1,31.6,5.4,78.3,93.7,1.2,8.48 R,30.9,48.2,4057,1563 R,11.6,46.0,-2.1,9.7° open,0.93° in-to-out,8.77° open,,,-0.4,5.2,0,1.3,0,0,6.5
73,2026-08-17T23:08:07.000Z,Push,8 Iron,Default,140.3,141.6,11.7,11.5,5.8,36.2,6.2,80.4,104.9,1.3,3.69 R,26.8,51.1,6418,625 R,2.5,9.0,-0.6,3.61° open,0.07° in-to-out,3.54° open,,,0.4,8.1,3.1,6.7,3,3,23.9
74,2026-08-17T23:08:07.000Z,Huge Push Slice,8 Iron,Default,139.0,139.8,43.4,43.1,25.8,41.4,6.5,85.1,107.8,1.3,9.89 R,29.9,53.3,6794,2500 R,18.8,68.0,-0.1,11.62° open,0.56° out-to-in,12.18° open,,,-0.4,6.8,0,5.5,0,0,12.3
75,2026-08-17T23:08:07.000Z,Push Slice,8 Iron,Default,143.5,144.9,22.4,22.1,13.3,41.3,6.5,83.5,110.0,1.3,4.38 R,27.8,53.1,7018,1406 R,11.1,39.0,-0.4,5.01° open,1.74° out-to-in,6.75° open,,,0.3,7,3.7,6.3,0,0,17
76,2026-08-17T23:08:07.000Z,Push,8 Iron,Default,144.3,145.8,9.9,9.8,3.0,37.4,6.0,84.4,107.4,1.3,4.8 R,27.7,52.3,4882,0,2.3,8.0,-0.3,4.22° open,2.79° in-to-out,1.43° open,,,0.5,9.4,4.7,5.4,6.1,3,28.6
77,2026-08-17T23:08:07.000Z,Push Slice,6 Iron,Default,131.9,139.0,23.1,21.5,13.3,18.3,4.8,78.2,100.8,1.3,5.43 R,15.7,37.5,5979,1406 R,8.9,34.0,-5.2,6.06° open,0.97° out-to-in,7.03° open,,,0.1,3.6,0,6.5,0,0,10
78,2026-08-17T23:08:07.000Z,Push,6 Iron,Default,160.5,165.0,17.8,17.1,8.9,31.5,6.2,84.9,118.1,1.4,3.32 R,17.4,47.3,7019,938 R,7.8,24.0,-5.3,3.41° open,1.16° out-to-in,4.57° open,,,0.5,7.4,5.3,6.6,1.4,3,23.7
79,2026-08-17T23:08:07.000Z,Slight Push,6 Iron,Default,154.6,159.0,3.6,3.5,1.3,28.0,5.9,84.1,116.2,1.4,1.29 R,15.7,45.6,7072,0,0.0,0.0,-5.4,0.63° open,0.22° in-to-out,0.41° open,,,0.5,9,3.2,6.4,8.4,6,33.1
80,2026-08-17T23:08:07.000Z,Straight Fade,6 Iron,Default,160.8,165.0,4.4,4.2,3.5,31.6,6.2,85.7,119.8,1.4,0.51 L,16.9,48.0,7243,469 R,5.6,17.0,-5.5,0.34° closed,2.51° out-to-in,2.17° open,,,0.7,9.1,5.2,6.9,7.7,6,34.8
81,2026-08-17T23:08:07.000Z,Huge Slice,6 Iron,Default,149.6,152.1,33.4,32.6,19.0,32.4,6.0,81.3,110.8,1.4,6.04 R,21.5,48.6,6565,2188 R,16.7,56.0,-3.5,7.14° open,2.68° out-to-in,9.82° open,,,-0.2,4.1,0.5,4.2,0,0,8.8
82,2026-08-17T23:08:07.000Z,Push Slice,6 Iron,Default,163.5,167.2,18.3,17.6,10.0,36.1,6.4,83.8,117.9,1.4,2.38 R,20.4,49.7,6269,938 R,10.8,33.0,-3.4,2.46° open,1.65° out-to-in,4.11° open,,,0.5,7.3,6,6.2,3,0,22.5
83,2026-08-17T23:08:07.000Z,Huge Push Slice,6 Iron,Default,152.9,155.4,48.4,47.2,27.8,37.8,6.4,83.3,114.5,1.4,7.9 R,23.8,50.8,6775,3281 R,26.0,85.0,-1.4,9.72° open,3.22° out-to-in,12.94° open,,,-0.3,4.7,0,3.6,0,0,8.2
84,2026-08-17T23:08:07.000Z,Huge Slice,6 Iron,Default,148.7,151.2,29.9,29.2,17.4,30.4,5.9,81.3,110.1,1.4,5.1 R,20.3,47.3,6705,1875 R,15.9,53.0,-4.2,6.07° open,2.55° out-to-in,8.62° open,,,-0.1,4.2,1.4,4.4,0,0,10
85,2026-08-17T23:08:07.000Z,Push,6 Iron,Default,165.2,170.0,22.8,21.9,10.8,33.8,6.2,80.7,114.6,1.4,4.42 R,21.2,48.0,4831,938 R,9.1,28.0,-0.3,4.46° open,0.57° out-to-in,5.03° open,,,0.1,5.1,5.5,7.2,1.4,3,22.2
86,2026-08-17T23:08:07.000Z,Huge Slice,6 Iron,Default,133.6,161.4,38.7,28.5,21.3,7.3,3.8,85.6,117.0,1.4,3.25 R,4.0,20.0,5874,10000 R,20.9,78.0,-5.1,8.3° open,1.63° out-to-in,9.93° open,,,-0.2,6.6,0,3.6,0,0,10.2
87,2026-08-17T23:08:07.000Z,Huge Slice,6 Iron,Default,162.1,165.4,46.9,45.4,25.5,38.9,6.6,84.4,118.4,1.4,6.87 R,22.4,51.0,6323,2813 R,25.9,80.0,-1.2,8.33° open,3.44° out-to-in,11.77° open,,,-0.2,5.1,0,5.4,0,0,10.4
88,2026-08-17T23:08:07.000Z,Straight Fade,6 Iron,Default,156.5,159.1,16.1,15.6,11.8,40.0,6.6,84.7,117.1,1.4,0.41 L,23.5,52.4,7008,1563 R,16.7,53.0,-1.4,1.04° open,6° out-to-in,7.04° open,,,0.5,3.3,4,4,2.2,6,19.4
89,2026-08-17T23:08:07.000Z,Slice,6 Iron,Default,144.7,151.9,11.2,9.8,11.2,19.8,5.1,81.4,109.4,1.3,3.34 L,13.7,38.8,6387,1875 R,18.3,63.0,-5.4,1.19° closed,8.93° out-to-in,7.74° open,,,0.4,1.7,0.2,5.3,4.5,0,11.7
90,2026-08-17T23:08:07.000Z,Push,6 Iron,Default,169.0,172.7,15.7,15.2,8.3,37.9,6.7,86.8,123.0,1.4,2.05 R,19.4,50.8,6830,781 R,9.1,27.0,-4.1,2.04° open,1.6° out-to-in,3.64° open,,,0.3,8.7,7.9,6.1,3.8,3,29.4
